Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,ProdTaken
30,1,1,7,1,2,4,5,0,5,2,8,0,3,0,3,1,21040,1
31,0,3,10,3,1,4,4,0,3,3,3,1,5,1,2,1,23305,1
42,1,1,29,2,1,2,3,4,3,2,3,0,3,0,0,0,30992,0
38,1,1,10,2,2,3,4,3,3,0,3,0,2,1,1,3,28112,0
34,1,1,22,3,1,4,4,1,3,1,2,1,1,1,2,2,23556,0
36,1,1,30,3,1,2,4,0,5,1,5,1,4,0,1,1,22692,0
34,0,3,25,3,2,3,1,1,3,2,1,1,1,0,0,2,20304,1
51,1,3,15,3,2,3,4,0,4,1,2,0,1,0,2,1,22553,0
31,1,1,13,1,1,3,5,1,3,0,2,0,4,1,2,2,23305,0
23,1,1,26,2,2,3,3,1,3,2,1,0,4,1,2,2,17272,0
52,0,3,8,2,2,3,4,2,3,2,2,1,2,1,2,4,34068,0
30,0,1,10,1,2,2,3,0,3,2,1,1,4,1,0,1,17285,1
29,0,1,31,1,2,4,5,3,5,3,3,0,2,0,1,3,27400,1
37,0,3,6,3,2,2,5,1,3,1,2,0,1,0,1,2,24525,0
35,1,1,13,2,1,3,5,1,4,1,8,0,3,0,2,2,23183,0
30,0,3,27,1,1,3,4,0,3,0,3,0,3,0,2,1,20835,0
36,1,2,19,2,2,2,3,0,4,1,5,0,3,1,1,1,17143,0
30,0,1,9,2,2,3,4,1,3,1,3,0,3,0,1,2,27531,0
41,0,1,16,2,2,3,4,4,5,1,5,0,2,1,0,0,32181,0
43,0,1,33,2,1,2,3,3,5,0,1,0,4,0,0,3,25820,0
25,1,1,9,2,2,2,3,0,5,1,5,0,5,1,0,1,16118,1
33,0,1,9,2,1,2,3,0,3,0,2,1,5,1,1,1,17909,0
30,1,3,10,3,1,3,4,1,4,1,2,1,3,1,1,2,20209,0
28,1,3,16,3,2,3,3,0,4,1,2,0,5,0,2,1,16052,0
23,1,1,12,2,2,3,1,0,5,0,2,1,3,1,2,1,16601,1
59,1,1,9,3,1,2,2,0,5,0,5,1,2,1,1,1,17670,0
43,0,3,32,2,2,3,3,4,3,1,2,1,1,1,0,0,31959,0
50,1,1,23,2,1,2,4,3,5,1,6,0,3,1,0,3,28269,0
27,0,3,36,3,2,4,6,1,5,3,2,0,3,0,1,2,23647,1
53,1,1,9,3,2,2,3,4,3,0,4,1,5,0,0,0,32584,0
28,0,3,6,2,2,2,4,1,3,1,2,1,1,0,0,2,21834,0
51,1,1,16,2,2,4,4,0,3,0,6,0,5,1,1,1,21058,0
35,1,3,22,3,2,3,3,3,4,0,1,0,2,1,2,3,23020,0
35,0,1,17,2,2,3,2,1,3,1,3,0,4,1,1,2,23402,0
28,1,3,9,3,0,3,2,1,3,3,2,0,1,0,2,2,25178,0
31,1,1,32,2,2,2,3,0,3,1,2,0,3,1,1,1,17911,0
39,1,1,17,3,1,3,6,3,3,1,5,0,1,1,2,3,31884,0
34,1,1,12,2,1,4,5,0,3,1,3,0,1,0,1,1,21589,0
41,1,1,9,2,1,3,4,0,5,1,6,0,4,1,2,1,22055,0
51,0,1,29,3,2,3,6,4,3,2,3,1,1,1,2,0,33089,0
30,1,1,17,2,1,4,5,0,5,2,8,1,5,1,2,1,21082,1
38,1,1,32,3,1,3,5,1,3,1,2,0,3,0,2,2,24409,0
24,0,3,30,3,2,2,3,0,3,1,1,0,4,1,1,1,17400,0
47,0,3,33,2,1,3,1,1,3,3,5,1,4,0,1,2,21397,1
22,1,1,25,2,1,4,4,0,3,3,3,0,3,1,3,1,21371,1
43,1,1,31,3,2,3,4,3,5,0,3,1,2,1,2,3,26084,0
45,1,1,36,2,2,3,4,1,3,3,3,0,5,1,2,2,23219,0
36,1,1,18,3,2,3,4,0,3,1,2,1,5,0,1,1,21338,0
38,0,1,16,3,2,3,4,0,3,1,3,1,1,0,2,1,21004,0
47,1,2,12,3,2,4,4,1,4,1,2,1,5,0,2,2,23699,0
38,1,3,10,2,2,3,4,3,3,3,4,0,3,0,2,3,26106,0
35,1,3,21,1,1,3,4,0,3,1,3,1,5,1,2,1,21257,0
56,1,1,15,3,1,3,4,4,3,1,4,1,3,0,2,0,33434,0
54,1,3,8,2,1,2,4,3,3,1,7,0,5,1,1,3,25686,0
45,0,1,8,3,2,3,4,4,3,1,1,0,4,1,2,0,31792,0
27,1,1,11,2,2,3,4,0,3,3,3,1,1,0,1,1,21553,0
43,1,1,12,2,2,2,4,4,3,1,5,1,3,1,0,0,31627,0
38,1,1,21,2,1,4,4,0,5,1,3,0,4,1,2,1,21712,0
45,1,1,11,3,2,3,4,1,4,3,2,0,2,1,1,2,24611,0
34,0,3,14,2,1,2,4,1,4,0,2,0,4,1,1,2,22980,0
41,1,1,9,3,1,3,2,1,3,1,7,0,3,1,1,2,25055,0
30,1,1,26,2,2,2,3,1,5,0,1,0,4,1,0,2,24957,0
34,1,1,7,2,2,4,4,0,3,3,3,1,3,1,1,1,21364,1
50,1,1,35,2,2,2,4,4,3,1,1,0,5,1,1,0,32046,0
39,1,3,10,2,1,2,4,1,3,0,5,0,5,1,0,2,20902,0
44,1,1,15,2,1,4,4,1,3,1,6,1,2,0,1,2,23200,0
31,1,1,14,2,2,3,4,1,3,1,3,0,5,1,2,2,22169,0
34,1,1,12,3,2,2,3,0,5,2,3,0,4,0,0,1,17960,1
36,1,3,7,3,2,4,4,3,4,1,3,0,4,0,1,3,25973,0
44,0,1,30,2,2,2,3,0,3,1,4,1,5,0,1,1,18161,1
55,1,3,6,2,2,3,3,3,3,0,4,0,2,0,1,3,25239,0
30,1,3,17,2,2,4,4,0,3,3,3,0,4,1,1,1,21320,0
33,1,1,13,2,2,3,4,0,3,3,5,0,2,0,2,1,21716,0
39,1,1,32,2,1,3,5,3,4,0,5,0,3,1,1,3,30739,0
27,1,1,10,2,1,3,3,0,3,2,2,0,2,1,1,1,17318,0
43,0,1,16,3,1,4,4,0,3,3,3,0,4,1,2,1,22351,0
51,1,1,13,3,2,2,4,1,3,0,3,0,3,1,1,2,21132,0
33,1,1,7,2,2,4,5,0,3,3,2,1,5,1,1,1,22408,1
22,1,1,8,1,2,3,3,0,3,1,1,0,5,1,0,1,17523,0
28,1,1,16,3,1,5,4,0,4,2,3,0,3,0,2,1,20957,0
37,0,1,18,2,2,4,5,1,4,3,3,0,4,1,2,2,25177,0
54,1,3,13,3,2,3,4,1,3,1,4,1,5,0,2,2,20984,0
39,0,1,13,2,2,4,5,1,3,1,4,0,4,1,2,2,23999,0
37,0,1,10,3,2,2,4,0,4,2,6,0,4,1,1,1,20766,0
45,1,1,8,2,1,3,4,0,3,2,2,0,3,1,1,1,17274,0
36,1,2,14,2,2,3,4,0,5,1,1,0,1,0,1,1,17342,0
34,1,3,15,3,2,3,4,1,3,1,2,0,1,0,1,2,25782,0
40,0,1,16,2,2,4,4,1,4,3,2,0,1,1,1,2,25460,0
41,0,1,16,2,2,4,5,1,3,1,2,0,5,0,2,2,23554,0
35,0,1,29,2,2,3,5,1,3,1,3,1,1,1,1,2,24425,0
47,1,1,15,2,1,4,5,1,5,1,2,1,1,1,3,2,23293,0
44,1,2,6,3,2,3,4,3,5,1,1,0,4,1,0,3,25482,1
43,0,1,26,3,2,3,3,0,3,1,8,1,3,1,2,1,21437,1
25,1,3,10,2,1,4,4,1,3,3,2,0,1,1,2,2,23255,1
49,1,1,28,2,1,3,3,4,4,1,4,0,4,0,1,0,31413,0
36,1,3,6,2,2,2,3,1,3,1,2,1,3,1,1,2,21201,0
29,1,2,19,2,2,2,4,0,5,1,5,1,5,1,1,1,17335,1
27,0,1,11,2,1,2,3,0,3,2,1,1,1,1,1,1,17379,0
23,1,1,16,1,2,2,1,0,3,1,3,0,1,1,0,1,17073,0
52,1,1,8,2,1,2,4,0,3,2,1,0,3,1,0,1,18212,0
35,0,2,18,2,2,3,5,1,4,0,6,0,5,0,2,2,23168,0
33,1,3,14,2,2,4,5,1,3,1,3,0,3,1,1,2,24162,0
61,1,3,14,3,2,3,2,1,3,1,2,1,5,0,1,2,23898,0
33,1,1,6,3,1,3,2,4,3,1,5,0,2,0,2,0,31184,0
30,0,3,7,3,1,3,4,3,3,0,3,0,3,1,1,3,26596,0
39,1,3,11,1,2,2,3,1,3,0,4,0,2,0,1,2,17086,1
33,1,3,22,3,1,3,3,1,5,2,6,0,3,1,0,2,20324,1
29,1,1,13,3,1,3,4,0,3,1,7,0,5,1,0,1,17532,0
55,0,1,14,3,2,2,4,4,4,1,2,1,3,1,1,0,28577,0
45,1,1,13,2,2,2,3,3,5,1,3,0,3,1,1,3,24724,0
45,0,3,15,2,1,3,4,1,3,0,2,0,3,0,0,2,20593,0
21,1,3,18,2,1,2,2,0,4,2,2,0,5,0,1,1,17716,1
41,1,3,32,3,2,3,5,3,4,3,4,1,5,0,2,3,27772,1
35,0,3,11,3,1,4,4,1,3,1,2,0,1,0,1,2,25216,0
40,1,3,10,3,2,3,4,3,3,1,1,0,1,1,1,3,25855,0
47,1,3,17,3,1,4,5,3,3,1,4,1,1,0,1,3,27749,0
40,1,1,26,1,2,3,3,3,3,0,5,0,3,1,1,3,25322,0
36,1,3,7,3,2,4,4,3,4,0,3,0,4,1,3,3,25973,0
28,1,1,27,3,2,2,3,0,3,1,2,0,1,0,0,1,17713,0
29,1,3,12,3,2,3,4,1,5,3,2,0,1,1,1,2,27141,0
45,1,1,31,2,1,3,4,1,3,1,1,0,4,0,0,2,20906,0
26,1,1,29,2,1,2,3,0,3,1,2,0,3,1,1,1,17886,0
37,1,1,6,2,2,2,4,1,3,1,2,0,5,1,1,2,20993,0
50,1,1,10,3,1,3,5,1,5,0,6,0,3,1,2,2,23467,0
50,0,3,18,3,0,3,3,3,3,3,5,0,5,0,0,3,24208,0
48,1,3,21,3,2,3,4,1,5,3,4,0,2,0,2,2,23638,0
28,0,1,22,3,2,2,3,0,3,2,2,0,3,0,0,1,17144,0
43,0,1,36,2,1,4,4,1,3,1,4,0,3,1,3,2,23234,0
31,1,3,9,1,2,4,4,0,4,0,3,0,3,1,3,1,21154,0
31,0,1,11,3,2,3,3,1,5,3,1,0,1,0,2,2,24936,0
38,1,3,17,2,1,3,5,1,3,1,4,1,4,1,2,2,25372,0
30,1,1,10,3,2,4,5,3,3,0,3,0,2,1,3,3,30613,0
47,1,3,16,3,2,3,4,3,3,1,6,0,3,0,2,3,28774,1
28,1,1,25,3,2,3,4,0,5,1,2,0,3,1,1,1,18196,0
26,0,1,8,2,2,2,3,0,5,1,7,1,5,0,0,1,17042,1
40,0,1,17,1,1,3,3,1,3,1,2,0,3,1,1,2,21323,0
36,1,1,30,3,1,2,4,0,5,0,5,1,4,1,1,1,22692,0
56,1,1,9,1,2,4,5,0,3,1,2,0,5,0,1,1,21340,0
41,0,1,23,3,2,3,5,1,3,3,8,0,5,0,1,2,23772,0
33,1,2,9,2,2,2,3,0,4,1,4,1,5,0,1,1,17277,0
31,1,3,19,1,0,3,4,1,3,3,2,0,2,1,1,2,25255,0
46,1,1,14,3,1,3,4,0,3,0,6,1,3,1,1,1,23155,0
36,1,1,23,2,0,4,5,3,4,3,3,0,1,1,3,3,27284,0
29,1,3,16,3,1,2,4,1,4,1,2,1,5,1,0,2,23268,0
31,0,1,12,3,1,3,4,0,4,2,2,0,3,0,1,1,21100,1
41,1,1,9,3,1,4,5,1,3,1,8,0,5,1,2,2,22126,0
45,1,2,30,3,2,2,3,0,4,2,2,0,4,0,0,1,17177,0
29,1,1,31,1,1,3,4,0,4,1,6,0,3,1,2,1,17546,1
36,0,1,25,2,2,4,4,1,3,1,3,1,3,1,1,2,24367,0
31,0,1,30,2,2,4,6,0,3,1,3,0,3,0,1,1,21291,0
32,1,1,6,2,2,3,3,1,4,0,2,0,3,0,0,2,21220,0
28,1,1,12,1,2,3,5,3,3,1,3,1,3,1,2,3,31486,0
35,1,1,8,2,2,2,4,3,4,1,3,0,4,1,0,3,25274,0
37,1,3,9,2,2,2,3,3,3,3,3,0,3,0,0,3,22428,0
42,0,3,18,2,2,2,3,4,5,2,1,1,5,1,1,0,28758,1
32,0,1,9,2,1,2,3,0,3,2,2,0,4,1,0,1,21209,1
23,1,1,32,2,2,2,3,0,3,1,2,0,2,1,1,1,17904,0
45,1,1,6,3,1,3,3,0,3,1,4,0,5,1,0,1,17270,0
36,1,1,23,2,1,3,5,1,4,1,2,1,1,1,2,2,23466,0
41,0,3,16,2,2,2,3,1,3,2,1,0,2,0,1,2,21230,0
28,1,1,33,3,1,2,5,1,5,1,1,0,4,1,0,2,20208,0
37,1,3,16,2,2,3,5,1,5,3,2,0,2,0,1,2,22085,1
35,1,1,7,3,2,4,4,1,4,0,3,0,5,0,1,2,23003,0
44,1,1,18,2,2,2,4,3,3,1,3,0,1,1,1,3,26188,0
34,1,1,32,2,2,3,5,1,4,3,3,0,1,0,2,2,22998,0
40,1,1,6,2,2,2,3,0,4,0,4,0,1,1,1,1,17387,0
26,0,1,12,2,2,3,3,1,5,1,3,0,5,1,2,2,22678,0
25,1,3,7,1,1,4,4,0,4,3,3,1,4,0,1,1,21880,1
44,1,3,6,3,1,3,3,1,5,1,6,1,2,0,0,2,20454,0
38,1,1,7,2,1,3,4,0,3,2,3,0,2,1,2,1,20793,0
29,1,1,21,2,2,2,3,0,3,2,2,0,3,0,0,1,17340,0
39,0,1,6,2,2,2,3,2,3,1,2,1,3,0,0,4,34197,0
35,0,1,17,3,2,3,4,0,3,1,3,1,3,1,1,1,22493,0
56,0,1,25,3,2,4,4,1,4,0,5,1,5,1,3,2,25063,0
56,1,1,13,2,2,2,5,3,3,3,5,0,2,0,0,3,22260,0
55,0,1,27,2,0,3,4,1,3,3,5,0,4,0,2,2,23547,0
46,1,1,28,3,2,3,3,1,3,1,2,1,5,1,2,2,33789,1
26,1,3,16,2,2,4,5,0,5,0,5,0,1,1,1,1,23078,1
25,1,1,7,3,2,4,4,0,3,1,4,1,3,0,3,1,20971,1
43,1,2,9,1,2,3,4,0,3,1,2,1,4,1,1,1,21374,0
32,1,1,12,2,2,2,3,0,3,2,4,0,2,0,1,1,18038,0
50,1,1,32,2,1,3,4,0,5,1,3,0,3,0,1,1,21889,0
31,1,1,14,2,1,3,3,4,4,2,4,0,1,1,0,0,31422,0
27,1,3,11,3,2,3,5,1,3,3,3,1,2,1,2,2,24506,1
53,1,1,9,2,1,3,5,0,3,3,2,0,3,0,1,1,21890,0
34,1,3,21,3,1,3,3,1,5,2,2,0,1,1,2,2,21125,0
31,1,3,13,2,2,2,4,0,3,0,4,0,4,1,1,1,17329,0
47,1,1,10,2,1,3,4,3,4,1,1,1,4,1,2,3,25333,0
48,1,1,32,3,2,3,4,3,3,3,4,0,3,1,1,3,27311,0
33,1,3,7,2,2,3,6,1,4,3,8,0,3,0,2,2,25413,1
36,0,1,24,3,1,3,3,0,3,2,2,0,3,1,2,1,17153,0
39,1,1,6,3,2,2,2,3,3,1,1,0,3,1,0,3,24613,0
37,0,3,10,3,2,2,3,0,3,1,5,0,4,1,0,1,17793,0
23,1,1,22,3,1,3,4,0,3,3,3,0,2,1,2,1,21549,0
29,1,3,16,3,2,2,3,0,4,1,2,0,2,0,1,1,17297,0
53,0,1,32,3,1,3,5,4,3,0,5,0,5,0,2,0,32504,0
49,1,3,23,2,1,4,4,1,3,1,2,0,4,1,1,2,25117,0
51,1,1,6,2,2,3,3,0,3,1,2,0,4,1,0,1,17723,0
32,1,2,15,3,1,4,2,0,4,2,2,0,1,0,3,1,20787,0
30,1,1,22,2,2,3,4,0,3,2,3,0,3,0,1,1,21018,0
38,1,3,9,2,2,3,3,3,3,1,1,0,1,1,1,3,25609,0
50,1,1,12,1,2,4,4,1,3,0,4,0,3,0,1,2,25329,0
37,0,3,14,3,1,3,2,1,5,0,4,0,1,1,1,2,23317,0
38,1,1,8,2,1,3,5,1,3,1,3,0,1,0,1,2,25152,0
52,1,1,7,2,2,4,4,0,3,0,3,0,4,1,1,1,21401,0
38,1,1,6,2,1,2,3,3,3,3,5,1,2,0,1,3,22861,0
32,0,1,7,3,2,3,6,1,3,0,2,0,3,1,1,2,23023,0
50,1,1,30,2,2,3,3,4,3,0,4,1,4,0,0,0,28973,0
25,1,1,28,1,2,3,5,0,5,1,2,0,3,0,1,1,20974,0
31,1,1,12,1,1,3,4,0,5,1,7,0,5,0,2,1,21882,0
36,1,3,22,3,2,3,6,1,3,1,8,1,1,1,2,2,24118,1
29,1,1,22,2,2,3,4,0,3,1,3,0,4,0,1,1,20885,0
33,1,1,11,2,1,4,5,1,3,1,3,0,4,1,2,2,24840,0
30,1,1,7,2,1,3,5,0,5,0,3,1,2,0,1,1,20997,1
40,1,3,16,1,1,2,4,1,4,1,1,0,5,1,1,2,21852,0
27,1,3,17,3,1,3,1,0,3,0,1,0,3,1,1,1,17534,0
31,0,1,9,1,0,4,5,0,5,3,2,0,3,0,2,1,23646,0
27,1,1,12,3,1,3,4,0,3,1,1,0,2,1,1,1,17187,0
28,1,1,14,2,1,3,3,0,3,2,2,0,4,0,1,1,18310,0
38,1,1,17,2,2,3,4,1,4,3,4,1,5,0,2,2,22875,0
37,1,1,13,2,1,3,3,1,3,0,5,0,2,0,1,2,21716,0
47,1,1,11,2,2,2,3,2,3,0,5,0,2,0,1,4,33300,0
40,1,1,8,3,1,2,1,1,3,1,6,0,3,1,0,2,21377,0
38,0,1,7,3,1,2,4,3,3,1,4,1,3,0,1,3,32281,0
29,1,3,16,2,2,2,3,0,3,2,2,0,4,0,0,1,17642,0
35,0,1,10,2,2,2,4,0,3,0,2,0,2,1,0,1,17376,0
36,0,1,30,2,1,2,3,1,4,0,1,0,3,0,0,2,20674,0
53,1,1,15,3,2,3,5,1,4,0,4,0,2,1,2,2,23619,1
32,1,1,9,2,0,2,3,3,3,3,4,0,1,1,0,3,26159,0
43,1,1,13,3,2,3,4,3,5,1,2,0,3,1,1,3,32026,0
46,0,1,14,2,2,4,3,1,3,0,6,0,2,0,3,2,25112,0
39,1,1,16,2,1,4,4,0,3,2,3,0,2,1,2,1,20966,0
46,1,1,17,2,2,4,4,0,3,1,5,0,5,0,3,1,21332,0
41,1,3,7,3,2,3,6,1,3,1,4,1,3,1,1,2,26135,0
43,1,1,7,2,1,3,5,1,3,1,2,1,3,0,1,2,24740,0
35,0,1,8,2,1,3,3,1,5,1,3,0,4,0,0,2,20093,0
54,1,1,11,3,2,2,3,2,5,1,5,0,4,1,0,4,34406,0
29,1,1,6,2,1,2,4,4,3,1,4,0,2,0,1,0,31124,0
38,1,1,7,2,2,3,5,1,3,1,3,0,5,0,1,2,24671,0
42,1,3,7,3,2,3,2,3,5,1,3,0,3,1,2,3,27070,0
31,1,1,25,2,1,4,4,0,3,3,3,0,2,1,1,1,21310,0
42,0,2,14,2,1,3,4,0,3,1,7,0,5,1,1,1,32861,1
31,1,3,15,2,2,4,4,3,3,1,7,0,3,1,1,3,25942,0
34,1,3,17,3,2,3,4,1,3,3,3,0,1,0,1,2,24165,0
57,1,3,18,3,1,3,5,1,5,1,6,0,5,0,2,2,24058,0
21,1,1,21,2,2,3,3,0,3,2,2,0,5,1,1,1,16232,0
37,0,1,8,2,2,3,4,1,3,1,6,0,2,0,1,2,20163,0
41,0,1,7,2,2,4,5,4,4,1,3,0,1,1,2,0,32181,0
55,0,1,7,2,1,3,4,3,3,1,2,0,5,1,2,3,29180,0
31,1,3,22,3,2,4,5,3,5,1,4,0,1,0,3,3,25818,0
48,1,1,11,2,1,4,5,3,4,1,2,1,4,1,3,3,29011,0
30,1,3,8,1,2,3,3,0,4,1,2,0,3,1,0,1,17476,0
36,0,1,25,2,2,3,4,3,3,3,4,0,3,0,1,3,28040,0
50,0,3,18,2,2,2,3,1,3,2,4,1,3,1,1,2,31880,1
43,0,1,6,2,1,2,3,1,3,1,5,0,1,1,1,2,20562,0
29,1,1,7,1,2,3,4,0,5,2,4,0,4,0,1,1,20758,0
41,0,1,7,2,2,4,5,4,4,0,3,0,2,1,3,0,32181,0
36,1,1,6,2,1,2,3,1,4,0,1,0,5,0,0,2,20228,0
37,0,3,27,3,1,2,3,0,3,0,6,0,2,1,1,1,17973,0
31,0,1,10,3,1,4,4,0,3,1,3,0,3,1,2,1,20761,0
34,1,1,6,2,2,2,3,0,3,0,2,0,3,1,0,1,17691,0
25,1,3,19,3,2,2,3,0,3,0,2,0,3,1,0,1,17096,0
31,0,3,33,3,0,3,5,1,5,3,7,0,1,1,2,2,25374,1
28,0,1,16,3,2,3,4,0,4,1,8,0,3,1,2,1,20702,0
33,0,1,14,2,2,4,3,0,4,0,3,0,2,0,2,1,21472,0
45,1,1,8,2,1,3,4,0,3,2,2,0,3,1,0,1,17274,0
42,1,1,14,1,1,3,2,0,3,1,3,0,3,0,1,1,22054,0
28,1,1,25,3,2,3,4,0,5,0,2,0,3,1,2,1,18196,0
34,0,3,29,3,2,4,4,1,4,1,2,0,1,0,1,2,24824,0
48,1,3,21,3,1,4,4,1,3,0,5,1,5,1,1,2,23269,0
54,0,2,32,2,1,1,1,4,3,2,3,1,3,1,0,0,32328,0
45,1,1,12,2,2,2,3,3,5,0,5,1,3,0,0,3,28245,0
45,1,1,34,1,2,3,3,0,3,1,5,0,3,1,2,1,17132,0
29,1,3,9,3,1,3,4,1,4,1,3,1,3,1,2,2,23457,0
43,0,1,8,2,1,4,2,3,4,2,3,0,3,1,1,3,21050,1
30,1,2,15,2,2,2,3,1,3,1,1,1,3,1,1,2,21347,0
37,0,1,6,3,1,1,3,3,3,1,3,1,3,0,0,3,28603,0
59,0,1,7,2,2,3,6,1,3,1,4,1,2,1,2,2,24338,0
27,1,1,7,2,1,3,5,0,3,1,3,1,4,0,1,1,21611,0
41,1,3,8,2,1,3,3,4,5,0,1,0,5,1,1,0,31595,0
29,1,1,12,3,1,2,3,0,3,1,2,0,3,0,1,1,18131,0
38,0,1,7,3,1,4,4,3,3,1,4,1,3,0,1,3,32281,0
41,0,1,18,1,1,4,4,1,3,1,3,0,3,1,2,2,25001,0
26,1,1,11,1,2,3,4,0,3,1,3,1,3,1,2,1,22369,1
50,1,1,14,2,2,3,5,3,3,2,2,0,1,1,1,3,29643,0
37,1,1,16,3,2,3,5,1,4,1,4,1,4,0,2,2,27525,0
31,1,2,7,2,2,3,4,0,3,1,2,0,1,0,2,1,20742,0
35,1,1,22,3,2,2,2,0,4,0,1,0,3,1,1,1,17426,0
39,1,3,16,3,2,4,5,0,4,0,2,0,4,0,1,1,21577,0
40,1,3,12,1,2,3,4,1,3,0,5,0,2,0,2,2,20764,1
35,1,3,23,2,2,3,3,1,5,1,4,1,3,0,2,2,23966,0
31,1,1,17,3,2,3,3,1,5,0,2,1,2,0,2,2,21833,0
31,1,1,8,2,2,2,3,0,3,1,1,1,4,1,1,1,17695,0
37,0,1,13,2,2,4,2,1,5,1,5,1,4,1,2,2,24240,0
24,0,1,15,2,2,2,4,0,4,1,2,0,5,0,1,1,17694,0
37,1,3,8,3,2,3,3,1,3,0,5,1,3,0,1,2,24602,0
28,1,1,6,2,1,3,5,0,4,2,1,1,1,1,2,1,17216,1
36,0,1,15,2,1,3,4,1,3,1,3,0,5,1,2,2,22826,0
36,1,1,9,2,2,3,1,1,5,1,7,0,1,1,2,2,21842,0
32,1,1,18,2,2,3,4,0,3,1,5,1,3,0,1,1,21034,0
30,1,1,28,2,1,3,2,3,5,1,3,0,5,1,2,3,28658,0
40,1,2,9,2,1,3,5,1,3,0,2,0,3,0,1,2,23882,0
51,0,3,19,3,0,4,4,3,3,3,6,0,5,0,1,3,27886,0
56,1,1,15,3,1,3,4,4,3,1,4,1,3,1,2,0,33434,0
30,1,3,10,3,1,3,4,1,4,1,2,1,3,1,0,2,20209,0
45,1,1,7,3,2,3,4,0,3,2,8,1,4,0,2,1,21114,0
38,0,3,7,3,2,3,6,1,3,1,3,0,1,0,2,2,28203,0
38,1,3,7,2,2,3,5,3,3,0,7,0,2,1,2,3,29287,1
44,1,1,9,3,1,4,3,0,3,1,3,0,2,0,2,1,21323,0
32,1,3,14,3,2,2,1,1,3,0,2,0,5,0,0,2,21209,0
35,1,1,14,2,2,2,2,0,3,0,2,0,5,1,1,1,17269,0
30,1,3,35,1,2,2,3,3,4,1,4,0,4,0,1,3,24250,0
52,1,2,12,2,2,3,4,4,4,1,3,1,3,1,2,0,32704,0
33,1,1,6,2,2,3,4,0,5,2,4,1,4,0,0,1,17799,0
42,1,3,7,2,0,4,4,1,3,3,2,1,4,0,3,2,24671,1
29,0,1,7,3,2,3,4,0,3,2,2,1,4,0,1,1,20832,0
34,1,1,9,2,1,3,4,0,5,1,2,0,3,1,2,1,21385,1
28,1,1,21,2,2,3,4,0,5,0,3,1,4,1,1,1,20913,0
21,1,1,9,3,2,3,4,0,3,2,2,0,5,1,2,1,18230,0
26,1,3,11,2,1,1,4,0,3,2,1,0,1,0,0,1,17966,0
42,0,1,16,1,2,2,3,0,3,1,4,0,4,1,0,1,17936,0
46,0,1,24,3,1,2,3,3,3,0,6,0,3,1,0,3,25527,0
42,1,3,10,3,2,2,3,1,5,2,1,0,5,1,1,2,20155,0
27,1,1,24,3,2,4,6,0,3,1,3,0,3,0,3,1,20983,0
36,0,3,16,3,2,2,3,3,3,3,2,0,2,1,1,3,24980,0
31,0,1,30,1,1,1,3,1,3,2,3,0,1,1,0,2,20238,0
48,1,1,7,1,2,4,4,0,3,0,2,0,3,1,1,1,22098,0
59,1,1,14,3,1,3,5,3,5,0,2,1,4,1,1,3,28686,1
29,1,1,21,2,2,2,3,0,3,2,2,0,3,1,1,1,17340,0
29,1,1,35,2,2,3,5,1,3,1,1,0,5,1,2,2,21384,0
48,0,3,16,2,2,3,6,4,3,1,2,0,5,1,2,0,31614,1
50,1,1,8,3,2,3,3,4,3,0,6,0,2,0,1,0,32639,0
51,1,1,17,1,2,4,5,3,3,2,8,0,5,1,2,3,29174,0
31,1,3,13,1,2,3,1,1,3,1,5,0,1,1,1,2,21929,0
47,1,1,25,3,1,3,4,1,3,1,4,0,5,1,2,2,23488,0
22,1,1,12,3,2,3,3,0,3,1,1,0,1,1,1,1,17773,0
50,0,3,18,3,0,3,3,3,3,3,5,0,5,1,2,3,24208,0
36,0,1,9,3,1,3,4,1,4,3,7,0,2,1,1,2,23103,0
26,1,1,12,2,1,3,3,0,3,1,2,1,1,0,1,1,17659,0
41,1,1,17,2,1,3,2,0,3,1,5,1,3,0,2,1,20891,0
31,1,3,12,2,2,3,5,1,3,1,5,1,3,0,2,2,21172,1
20,1,1,10,1,2,2,3,0,5,2,2,0,3,1,0,1,17973,1
58,1,1,29,3,1,3,3,3,3,1,2,0,3,1,0,3,25312,1
37,1,2,15,2,2,4,5,0,5,1,2,0,1,0,2,1,21020,0
45,1,1,16,2,2,4,4,0,5,1,3,1,3,1,1,1,21237,0
37,1,1,12,2,1,3,5,0,5,1,2,1,1,1,2,1,22097,0
35,0,1,17,1,2,4,5,1,3,1,3,0,4,1,2,2,23741,0
37,1,2,12,2,2,3,3,0,5,1,5,1,2,1,0,1,17073,1
44,1,1,13,3,1,2,4,3,3,1,4,0,4,0,0,3,25248,0
34,1,2,15,1,1,2,3,0,3,0,2,0,1,1,0,1,17742,1
54,0,1,7,2,1,2,3,3,3,1,1,0,5,0,1,3,25502,0
31,1,3,12,3,1,2,5,1,3,1,3,0,2,0,1,2,24796,0
26,1,3,17,2,2,3,4,1,3,3,2,0,2,0,2,2,23628,0
20,1,2,9,1,2,3,5,0,3,2,3,0,3,0,1,1,21242,1
37,0,1,25,3,1,4,4,0,3,2,3,0,3,1,3,1,20831,0
